"id","institutioncode","collectioncode","catalognumber","gen_sp","subspecies","identifiedby","latitude","longitude"
2337,"NY","NY","01015739","Comanthera curralensis",NA,"A. M. Giulietti",-11.58,-41.2
2368,"NY","NY","00571928","Comanthera vernonioides",NA,"L. Echternacht",-13.32,-41.85
2467,"UFOP","OUPR","29798","Comanthera nivea",NA,"L. Echternacht",-21.316194,-44.655722
2468,"UFOP","OUPR","29800","Comanthera elegantula",NA,"L. Echternacht",-21.316194,-44.655722
2470,"UFOP","OUPR","29801","Comanthera elegantula",NA,"L. Echternacht",-21.606694,-44.58425
2471,"UFOP","OUPR","29799","Comanthera nivea",NA,"L. Echternacht",-21.606694,-44.58425
2479,"UFOP","OUPR","29654","Comanthera circinnata",NA,"L. Echternacht",-18.794867,-43.874008
2480,"UFOP","OUPR","29656","Comanthera nitida",NA,"L. Echternacht",-18.796803,-43.872564
2533,"Jardim Botânico de Brasília","HEPH","29094","Comanthera euschemus",NA,"M. Trovó",-16.766111,-47.658333
2534,"Jardim Botânico de Brasília","HEPH","24369","Comanthera xeranthemoides",NA,"M. T. C. Watanabe",-15.4375,-47.5625
2550,"Jardim Botânico de Brasília","HEPH","34153","Comanthera nitida",NA,"L. Echternacht",-17.884722,-44.291111
2671,"UFG","UFG","16763","Comanthera nivea",NA,"M. Trovó",-17,-48
2683,"UFG","UFG","20101","Comanthera nivea",NA,"M. Trovó",-17,-48
2684,"UFG","UFG","20098","Comanthera xeranthemoides",NA,"M. Trovó",-14,-48
2922,"Jardim Botânico de Brasília","HEPH","13838","Comanthera xeranthemoides",NA,"M. Trovó",-15.340689,-47.352401
2924,"Jardim Botânico de Brasília","HEPH","13754","Comanthera xeranthemoides",NA,"M. T. C. Watanabe",-14.0725,-47.509167
2925,"Jardim Botânico de Brasília","HEPH","13739","Comanthera xeranthemoides",NA,"M. T. C. Watanabe",-14.171667,-47.621944
2960,"USP","SPF","221618","Comanthera centauroides",NA,"L. Echternacht",-19.317778,-43.543611
2961,"USP","SPF","221613","Comanthera centauroides",NA,"L. Echternacht",-18.889722,-43.701389
2963,"USP","SPF","221593","Comanthera aciphylla",NA,"L. Echternacht",-18.272778,-43.786667
2970,"USP","SPF","221589","Comanthera elegantula",NA,"L. Echternacht",-18.206111,-43.350833
2971,"USP","SPF","221563","Comanthera centauroides",NA,"L. Echternacht",-17.916667,-43.785833
2978,"USP","SPF","221590","Comanthera elegans",NA,"L. Echternacht",-18.206111,-43.350833
2984,"USP","SPF","221554","Comanthera bisulcata",NA,"L. Echternacht",-17.938611,-43.7725
2985,"USP","SPF","221565","Comanthera elegans",NA,"L. Echternacht",-17.916667,-43.785278
2987,"USP","SPF","221607","Comanthera bisulcata",NA,"L. Echternacht",-18.236944,-43.353889
2988,"USP","SPF","221566","Comanthera rupprechtiana",NA,"L. Echternacht",-17.95,-43.778611
2990,"USP","SPF","221601","Comanthera xeranthemoides",NA,"L. Echternacht",-17.916667,-43.785833
2991,"USP","SPF","221594","Comanthera rupprechtiana",NA,"L. Echternacht",-18.261944,-43.800278
2993,"USP","SPF","221550","Comanthera elegans",NA,"L. Echternacht",-18.272778,-43.786667
2994,"USP","SPF","221553","Comanthera elegantula",NA,"L. Echternacht",-17.916667,-43.785278
2996,"USP","SPF","221616","Comanthera circinnata",NA,"L. Echternacht",-18.907222,-43.686111
2997,"USP","SPF","221617","Comanthera centauroides",NA,"L. Echternacht",-18.889722,-43.701389
2999,"USP","SPF","221551","Comanthera bisulcata",NA,"L. Echternacht",-18.272778,-43.786667
3091,"USP","SPF","220556","Comanthera euschemus",NA,"M. T. C. Watanabe",-16.718611,-47.641944
3101,"UFOP","OUPR","29528","Comanthera centauroides",NA,"L. Echternacht",-17.1428,-43.084269
3103,"UFOP","OUPR","29520","Comanthera aciphylla",NA,"L. Echternacht",-17.145039,-43.090542
3105,"UFOP","OUPR","29442","Comanthera bisulcata",NA,"L. Echternacht",-15.777667,-42.772139
3107,"UFOP","OUPR","29459","Comanthera aciphylla",NA,"L. Echternacht",-17.915806,-43.796889
3108,"UFOP","OUPR","29483","Comanthera aciphylla",NA,"L. Echternacht",-18.398056,-43.389167
3111,"UFOP","OUPR","29475","Comanthera aciphylla",NA,"L. Echternacht",-17.930722,-43.817167
3119,"UFOP","OUPR","29445","Comanthera aurifibrata",NA,"L. Echternacht",-15.783639,-42.769583
3121,"UFOP","OUPR","29515","Comanthera nivea",NA,"L. Echternacht",-20.368056,-43.505833
3123,"UFOP","OUPR","29499","Comanthera aciphylla",NA,"L. Echternacht",-15.64575,-42.736892
3124,"UFOP","OUPR","29500","Comanthera bisulcata",NA,"L. Echternacht",-15.64575,-42.736892
3125,"UFOP","OUPR","29457","Comanthera rupprechtiana",NA,"L. Echternacht",-17.915806,-43.796889
3126,"UFOP","OUPR","29369","Comanthera centauroides",NA,"L. Echternacht",-18.842806,-43.807917
3128,"UFOP","OUPR","29407","Comanthera cipoensis",NA,"L. Echternacht",-19.493972,-43.57
3129,"UFOP","OUPR","29399","Comanthera centauroides",NA,"L. Echternacht",-19.449278,-43.538861
