"id","institutioncode","collectioncode","catalognumber","gen_sp","subspecies","identifiedby","latitude","longitude"
2123,"NY","NY","390230","Calliandra lintea",NA,"RC Barneby",-12.5669562453856,-41.3897405625552
2125,"NY","NY","00917337","Calliandra dysantha","dysantha","RC Barneby",-15.1194,-44.2225
2129,"NY","NY","00390121","Calliandra coccinea",NA,"LP de Queiroz",-13.25,-41.9
2132,"NY","NY","00917693","Calliandra concinna",NA,"RC Barneby",-18.1448,-43.50795
2134,"NY","NY","00632378","Calliandra erubescens",NA,"GP Lewis",-13.32,-41.87
2135,"NY","NY","00917696","Calliandra virgata",NA,"HS Irwin",-15.60619,-47.8167
2136,"NY","NY","632426","Calliandra nebulosa",NA,"GP Lewis",-13.32,-41.85
2138,"NY","NY","408608","Calliandra sessilis",NA,"RC Barneby",-13.58,-41.3
2139,"NY","NY","00917698","Calliandra virgata",NA,"JW Grimes",-15.73555,-47.6874
2140,"NY","NY","00632416","Calliandra fuscipila",NA,"GP Lewis",-13.28,-41.9
2142,"NY","NY","632354","Calliandra asplenioides",NA,"GP Lewis",-13.28,-41.88
2153,"NY","NY","00917570","Calliandra asplenioides",NA,"RC Barneby",-16.5631441886376,-42.889540899897
2155,"NY","NY","408557","Calliandra macrocalyx",NA,"RC Barneby",-12.42,-42.07
2156,"NY","NY","00886228","Calliandra crassipes",NA,"RC Barneby",-13.67,-41.23
2159,"NY","NY","632418","Calliandra lanata",NA,"GP Lewis",-13.27,-41.88
2160,"NY","NY","00917342","Calliandra dysantha","dysantha","RC Barneby",-19.1729945899495,-43.7143985170281
2162,"NY","NY","00917719","Calliandra parvifolia",NA,"RC Barneby",-14.4772956655385,-46.4834752592912
2167,"NY","NY","00917347","Calliandra dysantha","dysantha","RC Barneby",-15.7834208090807,-47.9298726661488
2168,"NY","NY","632423","Calliandra luetzelburgii",NA,"GP Lewis",-13.77,-42.38
2170,"NY","NY","632429","Calliandra nebulosa",NA,"GP Lewis",-13.22,-41.9
2172,"NY","NY","632439","Calliandra sessilis",NA,"GP Lewis",-13.37,-41.82
2178,"NY","NY","390240","Calliandra longipinna",NA,"RC Barneby",-13.41,-41.28
2180,"NY","NY","00917504","Calliandra asplenioides",NA,"RC Barneby",-18.1448,-43.50795
2182,"NY","NY","00685297","Calliandra depauperata",NA,"LP de Queiroz",-12.799167,-40.139722
2186,"NY","NY","408551","Calliandra macrocalyx",NA,"LP de Queiroz",-12.2,-43.6
2191,"NY","NY","00390118","Calliandra calycina",NA,"RC Barneby",-11.5539317677047,-41.1558252067773
2193,"NY","NY","408634","Calliandra subspicata",NA,"RC Barneby",-8.12,-35.18
2194,"NY","NY","632433","Calliandra parvifolia",NA,"GP Lewis",-13.32,-41.85
2195,"NY","NY","00917669","Calliandra foliolosa",NA,"RC Barneby",-18.421876303743,-46.4184785776381
2196,"NY","NY","632434","Calliandra semisepulta",NA,"GP Lewis",-13.28,-41.9
2197,"NY","NY","00917403","Calliandra dysantha",NA,"RC Barneby",-15.7834208090807,-47.9298726661488
2199,"NY","NY","632432","Calliandra parvifolia",NA,"GP Lewis",-13.32,-41.83
2203,"NY","NY","408665","Calliandra viscidula",NA,"RC Barneby",-12.5328554053327,-41.5589515949672
2206,"NY","NY","00924104","Calliandra parviflora",NA,"RC Barneby",-15.7622,-51.94808
2209,"NY","NY","390243","Calliandra luetzelburgii",NA,"RC Barneby",-13.3889,-41.8969
