"id","institutioncode","collectioncode","catalognumber","gen_sp","subspecies","identifiedby","latitude","longitude"
2552,"UNICAMP","UEC","193340","Lychnophora ericoides",NA,"M. Monge",-18,-44
2553,"UNICAMP","UEC","195912","Piptolepis imbricata",NA,"M. Monge",-18.461806,-43.450611
2554,"UNICAMP","UEC","193339","Lychnophora salicifolia",NA,"M. Monge",-18,-44
2555,"UNICAMP","UEC","193177","Lychnophora ericoides",NA,"M. Monge",-18,-44
2556,"UNICAMP","UEC","195041","Lychnophora passerina",NA,"M. Monge",-19.285833,-43.587778
2557,"UNICAMP","UEC","193358","Lychnophora ericoides",NA,"M. Monge",-18,-44
2559,"UNICAMP","UEC","193357","Lychnophora ericoides",NA,"M. Monge",-18,-44
2561,"UNICAMP","UEC","193355","Eremanthus erythropappus",NA,"M. Monge",-18,-44
2562,"UNICAMP","UEC","181464","Lychnophora jeffreyi",NA,"J. Semir",-13.666667,-41.416667
2563,"UNICAMP","UEC","178937","Hololepis pedunculata",NA,"M. Monge",-18.609444,-43.712222
2590,"UFRGS","ICN","201105","Chresta filicifolia",NA,"C. M. Siniscalchi",-19.250833,-41.374722
2591,"Universidade Federal da Bahia","ALCB","137883","Eremanthus capitatus",NA,"N. Roque",-11.625556,-41.014444
2592,"Universidade Federal da Bahia","ALCB","136719","Lychnophora salicifolia",NA,"H. A. Ogasawara",-15.442222,-42.441389
2594,"Universidade Federal da Bahia","ALCB","136718","Lychnophora ericoides",NA,"B. Loueille",-15.5525,-42.523889
2595,"Universidade Federal da Bahia","ALCB","136722","Lychnophora salicifolia",NA,"H. A. Ogasawara",-15.5325,-47.458889
2599,"Universidade Federal da Bahia","ALCB","137884","Eremanthus glomeratus",NA,"N. Roque",-11.493889,-41.333056
2601,"Universidade Federal da Bahia","ALCB","19545A","Eremanthus capitatus",NA,"N. Roque",-11.269722,-40.525
2604,"Universidade Federal da Bahia","ALCB","136715","Lychnophora rosmarinifolia",NA,"B. Loueille",-15.5525,-42.523889
2608,"Universidade Federal da Bahia","ALCB","72840","Lychnophora blanchetii",NA,"N. Roque",-12.991667,-41.341389
2609,"Universidade Federal da Bahia","ALCB","033742","Lychnophora crispa",NA,"B. Loueille",-13.579167,-41.841111
2647,"Jardim Botânico de Brasília","HEPH","35827","Elephantopus palustris",NA,"J. E. Q. Faria",-14.217778,-47.916667
2648,"Jardim Botânico de Brasília","HEPH","35680","Lychnophora ericoides",NA,"J. E. Q. Faria",-15.9,-47.891111
2649,"Jardim Botânico de Brasília","HEPH","35654","Eremanthus mollis",NA,"J. E. Q. Faria",-15.876944,-47.825833
