"id","institutioncode","collectioncode","catalognumber","gen_sp","subspecies","identifiedby","latitude","longitude","id_grid"
1836,"MO","MO","100956908","Vellozia_jolyi",NA,"R Mello-Silva",-12.6,-41.483333,312
1837,"MO","MO","100956354","Vellozia_caudata",NA,"R Mello-Silva",-13.475278,-41.852778,351
1839,"MO","MO","100956352","Vellozia_caudata",NA,"R Mello-Silva",-13.421111,-41.793055,351
1841,"MO","MO","100956283","Vellozia_caudata",NA,"R Mello-Silva",-13.533333,-41.966667,391
1842,"MO","MO","100954763","Vellozia_canelinha",NA,"R Mello-Silva",-13.517222,-41.95,391
1846,"MO","MO","100954777","Vellozia_caudata",NA,"R Mello-Silva",-13.3,-41.883333,351
1848,"MO","MO","100954780","Vellozia_caudata",NA,"R Mello-Silva",-13.316667,-41.883333,351
1855,"MO","MO","100913347","Barbacenia_serracabralea",NA,"R Mello-Silva",-17.748055,-44.261389,667
1856,"MO","MO","100913349","Barbacenia_vellozioides",NA,"R Mello-Silva",-13.25,-41.9,351
1889,"JBRJ","RB","RB00636080","Vellozia_dasypus",NA,"LB Smith",-13.024636,-41.417952,352
1890,"JBRJ","RB","RB00967088","Barbacenia_tuba",NA,"R Mello-Silva",-12.955933,-41.321354,352
1897,"JBRJ","RB","RB00636323","Vellozia_jolyi",NA,"R Mello-Silva",-12.939004,-41.327911,352
1901,"JBRJ","RB","RB00636363","Vellozia_jolyi",NA,"LB Smith",-12.95,-41.33333,352
1908,"JBRJ","RB","RB00636419","Vellozia_seubertiana",NA,"R Mello-Silva",-12.939004,-41.327911,352
1911,"JBRJ","RB","RB00686025","Vellozia_dasypus",NA,"R Mello-Silva",-13.000203,-41.367981,352
1912,"JBRJ","RB","RB00636125","Vellozia_dasypus",NA,"R Mello-Silva",-12.978969,-41.344377,352
1914,"JBRJ","RB","RB00586383","Vellozia_jolyi",NA,"R Mello-Silva",-12.60194,-41.47806,312
1915,"JBRJ","RB","RB00636154","Vellozia_dasypus",NA,"R Mello-Silva",-12.939004,-41.327911,352
1916,"JBRJ","RB","RB00636325","Vellozia_jolyi",NA,"R Mello-Silva",-12.939004,-41.327911,352
1920,"JBRJ","RB","RB00636271","Vellozia_harleyi",NA,"R Mello-Silva",-12.997781,-41.383186,352
1922,"JBRJ","RB","RB00636711","Vellozia_punctulata",NA,"N Menezes",-12.95,-41.333333,352
1926,"JBRJ","RB","RB00636279","Vellozia_harleyi",NA,"R Mello-Silva",-13.027088,-41.383022,352
1953,"USP","SPF","228765","Vellozia_compacta",NA,"R Mello-Silva",-20.445833,-43.905833,828
1955,"USP","SPF","228769","Barbacenia_graminifolia",NA,"R Mello-Silva",-18.432778,-43.475278,708
1957,"USP","SPF","228776","Vellozia_subscabra",NA,"R Mello-Silva",-18.432778,-43.475278,708
1958,"USP","SPF","228771","Vellozia_caruncularis",NA,"R Mello-Silva",-18.476944,-43.460556,708
1961,"USP","SPF","228763","Vellozia_albiflora",NA,"R Mello-Silva",-20.336944,-44.013056,827
1966,"USP","SPF","228764","Vellozia_compacta",NA,"R Mello-Silva",-20.336667,-44.003611,827
1967,"USP","SPF","228762","Vellozia_graminea",NA,"R Mello-Silva",-20.445833,-43.905833,828
1970,"USP","SPF","228756","Barbacenia_itabirensis",NA,"R Mello-Silva",-20.3275,-44.015,827
