country,major area,minor area,centroid (lat),centroid (long),distance (km)
Mexico,Tlaxcala,Yauhquemecan,19.43352906,-98.09465214,4.2452445586
Mexico,Tlaxcala,Zacatelco,19.20506924,-98.15779608,3.9820395311
Mexico,Tlaxcala,Zitlaltepec de Trinidad Sánchez Santos,19.24913789,-97.84297573,9.7899446955
Mexico,Veracruz,Ángel R. Cabada,18.61536094,-95.40115309,16.3427369591
Mexico,Veracruz,Acajete,19.65752583,-96.9678979,5.9636929374
Mexico,Veracruz,Acatlán,19.70920837,-96.77022417,6.9943369014
Mexico,Veracruz,Acayucan,18.01929065,-95.06809225,23.8609950317
Mexico,Veracruz,Actopan,19.55725169,-96.51961229,25.5557847301
Mexico,Veracruz,Acula,18.63228497,-95.78296459,17.2897141098
Mexico,Veracruz,Acultzingo,18.74921401,-97.18939002,11.1336742231
Mexico,Veracruz,Alpatláhuac,19.10881379,-97.03192689,5.238430362
Mexico,Veracruz,Alto Lucero de Gutiérrez Barrios,19.7150358,-96.54088824,24.5286009148
Mexico,Veracruz,Altotonga,19.82107645,-97.01791959,25.8329130705
Mexico,Veracruz,Alvarado,18.82823864,-95.85662974,38.3777882946
Mexico,Veracruz,Amatitlán de los Reyes,18.85576887,-96.8013138,8.5493909148
Mexico,Veracruz,Amatitlán,18.46578587,-95.72750334,9.6498215234
Mexico,Veracruz,Amatlan Tuxpan,21.31524688,-97.66009318,12.0980629676
Mexico,Veracruz,Apazapan,19.31644989,-96.60596102,5.3699681
Mexico,Veracruz,Aquila,18.84874041,-97.21945144,3.9012594805
Mexico,Veracruz,Úrsulo Galván,19.45022106,-96.37423669,7.7899218127
Mexico,Veracruz,Astacinga,18.56064219,-96.99934039,5.24111993
Mexico,Veracruz,Atlahuilco,18.70234142,-97.00691998,6.9815703492
Mexico,Veracruz,Atoyac,18.93367822,-96.74763855,12.570729405
Mexico,Veracruz,Atzacan,18.93079321,-97.00348152,5.7298918837
Mexico,Veracruz,Atzalan,19.93747527,-97.04844286,19.8872017845
Mexico,Veracruz,Ayahualulco,19.40917538,-97.09207505,7.2829108001
Mexico,Veracruz,Banderilla,19.6229341,-96.86198161,2.8603394985
Mexico,Veracruz,Benito Juárez,20.82803969,-98.13759515,13.8347431865
Mexico,Veracruz,Boca del Río,19.07923729,-96.07027725,16.924156827
Mexico,Veracruz,Córdoba,18.93122385,-96.85889244,9.4876562575
Mexico,Veracruz,Calcahualco,19.15563052,-97.07632924,18.2501049117
Mexico,Veracruz,Camarón de Tejada,19.02572536,-96.53170875,9.5809504219
Mexico,Veracruz,Camerino Z. Mendoza,18.78656158,-97.10895271,2.2993453958
Mexico,Veracruz,Carrillo Puerto,18.89166767,-96.51780137,14.9220866032
Mexico,Veracruz,Castillo de Teayo,20.74665474,-97.62861164,13.8583661159
Mexico,Veracruz,Catemaco,18.40065106,-95.04002619,21.8737158923
Mexico,Veracruz,Cazones de Herrera,20.6730614,-97.27125621,18.3933477977
Mexico,Veracruz,Cerro Azul,21.14215251,-97.73931094,9.7626945928
Mexico,Veracruz,Chacaltianguis,18.27523715,-95.8125915,13.5886833109
Mexico,Veracruz,Chalma,21.23557064,-98.37043109,8.5918871498
Mexico,Veracruz,Chiconamel,21.28768698,-98.46223179,10.2437816669
Mexico,Veracruz,Chiconquiaco,19.77489336,-96.76133915,4.3330158381
Mexico,Veracruz,Chicontepec,21.0596476,-98.04449045,21.1903901771
Mexico,Veracruz,Chinameca,18.05215739,-94.6988666,10.6343043218
Mexico,Veracruz,Chinampa de Gorostiza,21.35695392,-97.64934685,12.0377617589
Mexico,Veracruz,Chocomán,19.01104597,-96.97556584,8.723534997
Mexico,Veracruz,Chontla,21.37241043,-97.99004138,21.5479008274
Mexico,Veracruz,Chumatlán,20.24317441,-97.54497749,6.0108466411
Mexico,Veracruz,Citlaltépetl,21.35737322,-97.90169416,12.8731246353
Mexico,Veracruz,Coacoatzintla,19.69055671,-96.88389996,3.5675442862
Mexico,Veracruz,Coatepec,19.43220535,-96.83940769,14.5184996081
Mexico,Veracruz,Coatzacoalcos,18.12079234,-94.3638637,40.6965235481
Mexico,Veracruz,Coatzintla,20.46603522,-97.50259842,15.653529015
Mexico,Veracruz,Coetzala,18.78214814,-96.83915803,4.2215127769
Mexico,Veracruz,Colipa,19.90486547,-96.65850397,7.4026273721
Mexico,Veracruz,Comapa,19.13329763,-96.61299819,21.723619336
Mexico,Veracruz,Cosamaloapan,18.34946709,-96.05673851,33.9615645166
Mexico,Veracruz,Cosautlán de Carvajal,19.33337914,-96.92423514,8.9323768444
Mexico,Veracruz,Coscomatepec,19.05509641,-97.02679367,11.9179152175
Mexico,Veracruz,Cosoleacaque,17.97067459,-94.61483795,12.8418950873
Mexico,Veracruz,Cotaxtla,18.88978913,-96.35663578,29.5114380377
Mexico,Veracruz,Coxquihi,20.22736757,-97.51554363,8.5795609279
Mexico,Veracruz,Coyutla,20.37073698,-97.61855775,15.3306690826
Mexico,Veracruz,Cuichapa,18.77308674,-96.76554743,5.7918597012
Mexico,Veracruz,Cuitláhuac,18.8089922,-96.63413492,8.7995531289
Mexico,Veracruz,Emiliano Zapata,19.44057375,-96.63706801,23.3827802755
Mexico,Veracruz,Espinal,20.32172868,-97.41210382,14.6880721815
Mexico,Veracruz,Filomeno Mata,20.21967809,-97.65929471,5.9733457375
Mexico,Veracruz,Fortín,18.92215939,-96.93024546,15.4552588089
Mexico,Veracruz,Gutiérrez Zamora,20.43073489,-97.08744237,6.6901579261
Mexico,Veracruz,Hidalgotitlán,17.50222857,-94.66533624,44.2231890353
Mexico,Veracruz,Huatusco,19.14051625,-96.87910847,18.0263025687
Mexico,Veracruz,Huayacocotla,20.53535687,-98.42636266,24.0599523458
Mexico,Veracruz,Hueyapan de Ocampo,18.17467958,-95.14089987,30.6786214544
Mexico,Veracruz,Huiloapan de Cuauhtémoc,18.7640979,-97.07001603,5.2854691919
Mexico,Veracruz,Ignacio de la Llave,18.73641029,-95.95453679,14.2378446079
Mexico,Veracruz,Ilamatlán,20.78273946,-98.37504487,15.2979587337
Mexico,Veracruz,Isla,18.15504992,-95.55925305,30.3822566046
Mexico,Veracruz,Ixcatepec,21.24780663,-98.00576048,14.2794415981
Mexico,Veracruz,Ixhuacán de los Reyes,19.39038833,-97.00845493,8.358364889
Mexico,Veracruz,Ixhuatlán de Madero,20.75848398,-98.00982654,19.997405231
Mexico,Veracruz,Ixhuatlán del Café,19.03424396,-96.84592167,8.6046220467
Mexico,Veracruz,Ixhuatlán del Sureste,18.03678795,-94.40811649,11.8213630962
Mexico,Veracruz,Ixhuatlancillo,18.91303901,-97.0977846,8.1958615745
Mexico,Veracruz,Ixmatlahuacan,18.53511673,-95.90469799,21.3726286787
Mexico,Veracruz,Ixtaczoquitlán,18.85415146,-96.95082,12.0210066384
Mexico,Veracruz,Jáltipan,17.85086147,-94.7239443,12.860837066
Mexico,Veracruz,Jalancingo,19.80110145,-97.22527863,20.7219964636
Mexico,Veracruz,Jalcomulco,19.35882569,-96.69880947,8.8517368224
Mexico,Veracruz,Jamapa,19.03259383,-96.23660773,10.1768392105
Mexico,Veracruz,Jesús Carranza,17.51737106,-94.98344678,41.2332553072
Mexico,Veracruz,Jilotepec,19.64046024,-96.82931304,6.8511526275
Mexico,Veracruz,José Azueta,18.16760912,-95.72253258,30.7023640601
Mexico,Veracruz,Juan Rodríguez Clara,17.92083071,-95.35510478,28.9806317109
Mexico,Veracruz,Juchique de Ferrer,19.78618606,-96.64701752,13.3427422064
Mexico,Veracruz,La Antigua,19.58734698,-96.49370157,344.483559949
Mexico,Veracruz,La Perla,18.98628311,-97.11444898,12.2599953257
Mexico,Veracruz,Landero y Coss,19.78824674,-96.81672955,4.2252659018
Mexico,Veracruz,Las Choapas,17.52063308,-93.99369195,65.4222360301
Mexico,Veracruz,Las Minas,19.73066904,-97.07660891,4.6516627996
Mexico,Veracruz,Las Vigas de Ramírez,19.67709959,-97.03687772,7.9693061987
Mexico,Veracruz,Lerdo de Tejada,18.66595169,-95.54203346,8.950085909
Mexico,Veracruz,Los Reyes,18.64726667,-96.957877,4.572468992
Mexico,Veracruz,Magdalena,18.76954989,-96.93279877,4.6033607726
Mexico,Veracruz,Maltrata,18.8827137,-97.18163945,6.9099928358
Mexico,Veracruz,Manlio Fabio Altamirano,19.15123765,-96.30698785,15.4216555795
Mexico,Veracruz,Mariano Escobedo,18.89090475,-97.04508465,4.6590828577
Mexico,Veracruz,Martínez de la Torre,20.1533631,-96.99731206,28.6122623264
Mexico,Veracruz,Mecatlán,20.2453999,-97.60922139,6.2621291222
Mexico,Veracruz,Mecayapan,18.27569576,-94.78733667,18.597123638
Mexico,Veracruz,Medellín,19.06581257,-96.12954071,12.637814435
Mexico,Veracruz,Mihuatlán,19.73009674,-96.8190774,4.3829768782
Mexico,Veracruz,Minatitlán,17.54287173,-94.40235455,57.925946663
Mexico,Veracruz,Misantla,19.97615175,-96.80590901,20.4218986902
Mexico,Veracruz,Mixtla de Altamirano,18.56858745,-96.92629473,5.9722782294
Mexico,Veracruz,Moloacán,17.95769879,-94.30233649,19.5123429682
Mexico,Veracruz,Naolinco,19.65561386,-96.7952013,8.76853449
Mexico,Veracruz,Naranjal,18.80450834,-96.876931,4.1369637254
Mexico,Veracruz,Nautla,20.10180701,-96.76301444,13.5185738836
Mexico,Veracruz,Nogales,18.82423803,-97.13170636,8.5191821901
Mexico,Veracruz,Oluta,17.91660706,-94.92787117,5.9126528188
Mexico,Veracruz,Omealca,18.74374102,-96.72386024,16.4512192513
Mexico,Veracruz,Orizaba,18.84856421,-97.02682616,3.6450864008
Mexico,Veracruz,Otatitlán,18.23680596,-96.01986922,6.8195814558
Mexico,Veracruz,Oteapan,17.98506723,-94.73415981,7.4225892696
Mexico,Veracruz,Ozuluama,21.72571054,-97.90095482,33.0973538008
Mexico,Veracruz,Pánuco,22.13551873,-98.26130834,53.3335077981
Mexico,Veracruz,Pajapan,18.1888444,-94.69119351,17.3050291385
Mexico,Veracruz,Papantla,20.45493574,-97.25632544,24.2132640674
Mexico,Veracruz,Paso de Ovejas,19.24417585,-96.41343968,14.9321940266
Mexico,Veracruz,Paso del Macho,18.9671917,-96.65759082,10.0991943238
Mexico,Veracruz,Perote,19.54139088,-97.19599466,21.4283948342
Mexico,Veracruz,Platón Sánchez,21.33332087,-98.38788704,17.7262271451
Mexico,Veracruz,Playa Vicente,17.77597253,-95.6976849,30.5362232741
Mexico,Veracruz,Poza Rica de Hidalgo,20.55374712,-97.41770539,5.1549176883
Mexico,Veracruz,Progreso de Zaragoza,20.29185801,-97.67504644,5.0827377748
Mexico,Veracruz,Pueblo Viejo,21.39149795,-97.50242506,354.6392821757
Mexico,Veracruz,Puente Nacional,19.3046788,-96.50124845,21.5017687594
Mexico,Veracruz,Rafael Delgado,18.81870894,-97.00270148,5.0001648688
Mexico,Veracruz,Rafael Lucio,19.6415895,-96.90055484,4.2082050651
Mexico,Veracruz,Río Blanco,18.86185885,-97.09937562,8.4716274004
Mexico,Veracruz,Saltabarranca,18.56684639,-95.55962928,10.0885599792
Mexico,Veracruz,San Andrés Tenejapan,18.78096743,-96.98612859,4.7588485439
Mexico,Veracruz,San Andrés Tuxtla,18.49582023,-95.21633958,40.4447833829
Mexico,Veracruz,San Juan Evangelista,17.84779409,-95.13864397,18.9276926379
Mexico,Veracruz,Santiago Tuxtla,18.38596292,-95.42921158,21.6332981048
Mexico,Veracruz,Sayula de Alemán,17.81035435,-94.99386438,15.3358183425
Mexico,Veracruz,Sochiapa,19.18571793,-96.86833042,3.6016819887
Mexico,Veracruz,Soconusco,17.99249708,-94.83679337,9.9273328686
Mexico,Veracruz,Soledad Atzompa,18.68971327,-97.11004484,7.3404775118
Mexico,Veracruz,Soledad de Doblado,19.07378326,-96.4134633,13.3782565662
Mexico,Veracruz,Soteapan,18.29585546,-94.87613249,29.4547204632
Mexico,Veracruz,Tamalín,21.46785722,-97.65893073,25.4456030275
Mexico,Veracruz,Tamiahua,21.1869721,-97.51067771,35.4904460253
Mexico,Veracruz,Tampico Alto,21.83468427,-97.70704342,73.7809703435
Mexico,Veracruz,Tancoco,21.24327212,-97.74133391,18.812992139
Mexico,Veracruz,Tantima,21.41032722,-97.75585155,19.5492378324
Mexico,Veracruz,Tantoyuca,21.41343338,-98.18286528,33.8001727378
Mexico,Veracruz,Tatatila,19.75317918,-97.01177484,7.4913557451
Mexico,Veracruz,Tecolutla,20.33007469,-96.9931671,28.678634736
Mexico,Veracruz,Tehuipango,18.51447141,-96.9310662,9.5631425442
Mexico,Veracruz,Temapache,20.93785928,-97.72960933,36.257366792
Mexico,Veracruz,Tempoal,21.65118001,-98.39210195,31.2461257375
Mexico,Veracruz,Tenampa,19.23495098,-96.83724321,3.561391325
Mexico,Veracruz,Tenochtitlán,19.80017477,-96.90153836,10.7445832737
Mexico,Veracruz,Teocelo,19.39583742,-96.88865149,4.7044100896
Mexico,Veracruz,Tepatlaxco,19.03738201,-96.75827794,5.6552724488
Mexico,Veracruz,Tepetlán,19.67437495,-96.71643842,8.7663001923
Mexico,Veracruz,Tepetzintla,21.15012186,-97.84351822,15.9045207698
Mexico,Veracruz,Tequila,18.72577554,-96.93030762,12.7057254087
Mexico,Veracruz,Texcatepec,20.63147844,-98.30478635,14.1137940664
Mexico,Veracruz,Texhuacán,18.6057335,-96.9380477,7.4915192836
Mexico,Veracruz,Texistepec,17.83506723,-94.84506571,16.2844169349
Mexico,Veracruz,Tezonapa,18.60205658,-96.69604248,19.8443321857
Mexico,Veracruz,Tierra Blanca,18.58155908,-96.31436882,40.9094804245
Mexico,Veracruz,Tihuatlán,20.65612026,-97.49446741,15.3468500084
Mexico,Veracruz,Tlachichilco,20.62728672,-98.15555974,17.6490035945
Mexico,Veracruz,Tlacolulan,19.72173937,-96.93046627,6.8587259737
Mexico,Veracruz,Tlacotalpan,18.53552116,-95.65084893,14.7324744129
Mexico,Veracruz,Tlacotepec de Mejía,19.1887057,-96.70120204,8.771982012
Mexico,Veracruz,Tlajocalpan,18.24240502,-95.94254579,6.8832317692
Mexico,Veracruz,Tlalixcoyan,18.81380147,-96.12840806,23.4841149988
Mexico,Veracruz,Tlalnelhuayocan,19.5862412,-96.93008125,7.7995317701
Mexico,Veracruz,Tlaltetela,19.27227007,-96.784428,20.512853265
Mexico,Veracruz,Tlapacoyan,20.0564062,-97.12393243,13.3298510151
Mexico,Veracruz,Tlaquilpan,18.61061168,-97.01305307,5.4264396125
Mexico,Veracruz,Tlilapan,18.796385,-97.02467032,3.1456147592
Mexico,Veracruz,Tomatlán,19.01790562,-96.91793544,2.5347287805
Mexico,Veracruz,Tonayán,19.74674948,-96.86184481,6.4234570828
Mexico,Veracruz,Totutla,19.20620289,-96.81125576,8.8952413942
Mexico,Veracruz,Tuxpan,20.89205101,-97.38272349,23.8122363547
Mexico,Veracruz,Tuxtilla,18.24343174,-95.89438214,7.4290289172
Mexico,Veracruz,Vega de Alatorre,19.95431696,-96.60872963,19.9958333165
Mexico,Veracruz,Veracruz,19.20667644,-96.21156075,14.6989769887
Mexico,Veracruz,Villa Aldama,19.67760168,-97.13266723,6.8761144594
Mexico,Veracruz,Xalapa,19.56718362,-96.82232374,8.6302797897
Mexico,Veracruz,Xico,19.50466868,-96.99473438,14.7755267993
Mexico,Veracruz,Xoxocotla,18.6614184,-97.04522116,6.4634414089
Mexico,Veracruz,Yanga,18.82492762,-96.72937899,7.9463045047
Mexico,Veracruz,Yecuatla,19.84597943,-96.71495671,8.3562588624
Mexico,Veracruz,Zacualpan,20.49684886,-98.3117766,13.51283731
Mexico,Veracruz,Zaragoza,17.93413592,-94.68693052,6.4364655697
Mexico,Veracruz,Zentla,19.07308944,-96.6830598,12.8343282665
Mexico,Veracruz,Zongolica,18.62085968,-96.85007408,11.1310495235
Mexico,Veracruz,Zontecomatlán,20.75919481,-98.2678414,11.6939661225
Mexico,Veracruz,Zozocolco de Hidalgo,20.17055274,-97.50696161,6.9351435003
Mexico,Yucatán,Abalá,20.63166926,-89.69830459,21.2872540296
Mexico,Yucatán,Acanceh,20.84208484,-89.48988777,9.959885998
Mexico,Yucatán,Akil,20.2640811,-89.37745356,6.5301769172
Mexico,Yucatán,Baca,21.11494576,-89.40391472,6.1385522574
Mexico,Yucatán,Bokobá,21.00950087,-89.19116621,5.836007949
Mexico,Yucatán,Buctzotz,21.2535712,-88.64576418,25.4451277802
Mexico,Yucatán,Cacalchén,21.00505584,-89.28009192,6.5504318739
Mexico,Yucatán,Calotmul,21.02328232,-88.17200481,18.6388049548
Mexico,Yucatán,Cansahcab,21.15371151,-89.13938098,9.1454559024
Mexico,Yucatán,Cantamayec,20.39537658,-89.05337093,19.206073082
Mexico,Yucatán,Celestún,20.92341111,-90.23119195,179.4007056071
Mexico,Yucatán,Cenotillo,21.05422473,-88.5996713,22.3725917096
Mexico,Yucatán,Chacsinkín,20.19466724,-89.04981328,11.4785667878
Mexico,Yucatán,Chankom,20.49697601,-88.55780852,17.7060282518
Mexico,Yucatán,Chapab,20.44827692,-89.49532722,9.5664120792
Mexico,Yucatán,Chemax,20.71848662,-87.82384969,37.1498744953
Mexico,Yucatán,Chichimilá,20.51520549,-88.21835675,16.2813067934
Mexico,Yucatán,Chicxulub Pueblo,21.2120181,-89.57633906,11.4628643346
Mexico,Yucatán,Chikindzonot,20.33915217,-88.53572527,16.4117747557
Mexico,Yucatán,Chocholá,20.69752547,-89.96618153,16.0000963435
Mexico,Yucatán,Chumayel,20.41357306,-89.34669613,5.8200540807
Mexico,Yucatán,Conkal,21.08869873,-89.5618469,7.185165692
Mexico,Yucatán,Cuncunul,20.61374982,-88.35679741,9.5764647736
Mexico,Yucatán,Cuzamá,20.66676878,-89.345872,11.508642169
Mexico,Yucatán,Dzan,20.35702627,-89.49869903,6.0176833931
Mexico,Yucatán,Dzemul,21.2488091,-89.36375517,10.996446794
Mexico,Yucatán,Dzidzantún,21.27442623,-89.02218155,13.2263485341
Mexico,Yucatán,Dzilam de Bravo,21.42740974,-88.68137373,25.0867951077
Mexico,Yucatán,Dzilam González,21.33456232,-88.77626443,25.4440728503
Mexico,Yucatán,Dzitás,20.89324565,-88.4751659,16.7523189561
Mexico,Yucatán,Dzoncauich,21.06965041,-88.83370801,12.8407076078
Mexico,Yucatán,Espita,20.98307241,-88.35543727,20.2825500242
Mexico,Yucatán,Halachó,20.44610346,-90.0103626,25.9917816655
Mexico,Yucatán,Hocabá,20.7875571,-89.18691003,12.0891296181
Mexico,Yucatán,Hoctún,20.91161058,-89.1931545,9.3308969303
Mexico,Yucatán,Homún,20.68923615,-89.26537332,15.0751506716
Mexico,Yucatán,Huhí,20.68754166,-89.13631174,9.9506778888
Mexico,Yucatán,Hunucmá,21.07364158,-89.94585734,22.9010824444
Mexico,Yucatán,Ixil,21.22889938,-89.48721391,12.9671392826
Mexico,Yucatán,Izamal,20.93181626,-89.01101782,17.904605772
Mexico,Yucatán,Kanasín,20.90908177,-89.57334834,5.7019007274
Mexico,Yucatán,Kantunil,20.78903518,-89.01157277,10.4793567257
Mexico,Yucatán,Kaua,20.6281491,-88.44228499,12.1262434412
Mexico,Yucatán,Kinchil,20.86726313,-90.02170215,13.0121457852
Mexico,Yucatán,Kopomá,20.6388402,-89.91906021,8.8702071519
Mexico,Yucatán,Mérida,20.96752783,-89.67798693,29.3056600846
Mexico,Yucatán,Mama,20.4657708,-89.38355663,8.3725522947
Mexico,Yucatán,Maní,20.35132787,-89.40353907,9.686124016
Mexico,Yucatán,Maxcanú,20.63886269,-90.19277024,32.5104097312
Mexico,Yucatán,Mayapán,20.44904247,-89.25607523,8.2144357135
Mexico,Yucatán,Mocochá,21.12018271,-89.46315238,6.7299755219
Mexico,Yucatán,Motul,21.1218107,-89.29641837,18.2936459195
Mexico,Yucatán,Muna,20.45877465,-89.70858088,12.091030516
Mexico,Yucatán,Muxupip,21.05033919,-89.34946562,6.7702538594
Mexico,Yucatán,Opichén,20.52678169,-89.85561995,15.2065394489
Mexico,Yucatán,Oxkutzcab,20.18000104,-89.53840378,21.0599457608
Mexico,Yucatán,Panabá,21.3740961,-88.28391331,25.080890936
Mexico,Yucatán,Peto,20.11500095,-88.80586445,30.7624473048
Mexico,Yucatán,Progreso,21.20502225,-89.73525805,147.2240391088
Mexico,Yucatán,Quintana Roo,20.86898137,-88.61265755,8.5174720585
Mexico,Yucatán,Río Lagartos,21.56508041,-88.12781837,18.3488092955
Mexico,Yucatán,Sacalum,20.46924868,-89.61182132,10.0232024307
Mexico,Yucatán,Samahil,20.80774415,-89.95448156,17.4364933291
Mexico,Yucatán,San Felipe,21.47153655,-88.37821029,19.6275411825
Mexico,Yucatán,Sanahcat,20.75877992,-89.24588333,4.2422318389
Mexico,Yucatán,Santa Elena,20.25204093,-89.74933043,23.0629847358
Mexico,Yucatán,Seyé,20.85131988,-89.37540015,14.1606106867
Mexico,Yucatán,Sinanché,21.27729903,-89.20614172,10.4211253261
Mexico,Yucatán,Sotuta,20.59115846,-89.04453841,25.2211335648
Mexico,Yucatán,Sucilá,21.20598646,-88.38139535,18.073194351
Mexico,Yucatán,Sudzal,20.81693264,-88.87702526,19.7535368811
Mexico,Yucatán,Suma,21.08691213,-89.15295881,5.893815763
Mexico,Yucatán,Tahdziú,20.26349431,-88.92565604,13.0892716527
Mexico,Yucatán,Tahmek,20.91704232,-89.28340915,9.5864182778
Mexico,Yucatán,Teabo,20.35379669,-89.25866377,10.6313536168
Mexico,Yucatán,Tecoh,20.6621393,-89.49920371,19.0325770005
Mexico,Yucatán,Tekal de Venegas,21.01938475,-88.93687484,6.9597069486
Mexico,Yucatán,Tekantó,21.01527017,-89.12375,8.1104784884
Mexico,Yucatán,Tekax,20.02755329,-89.36186672,46.2535668872
Mexico,Yucatán,Tekit,20.54070051,-89.36414614,16.8294327869
Mexico,Yucatán,Tekom,20.51847718,-88.38218517,20.311378304
Mexico,Yucatán,Telchac Pueblo,21.20682073,-89.26802926,8.6776101965
Mexico,Yucatán,Telchac Puerto,21.31119448,-89.31520935,7.8614814273
Mexico,Yucatán,Temax,21.15976742,-88.95582511,16.1024502348
Mexico,Yucatán,Temozón,20.89329579,-88.01595551,49.0228868023
Mexico,Yucatán,Tepakán,21.03747034,-89.02772287,7.9085415881
Mexico,Yucatán,Tetiz,20.9689942,-90.02358925,9.3786110456
Mexico,Yucatán,Teya,21.06012615,-89.09826489,5.1437926647
Mexico,Yucatán,Ticul,20.32129254,-89.57369852,13.3687027838
Mexico,Yucatán,Timucuy,20.81007082,-89.56550757,7.0145700982
Mexico,Yucatán,Tinúm,20.72983248,-88.51825995,17.2377606293
Mexico,Yucatán,Tixcacalcupul,20.35070344,-88.38652535,26.0990953813
Mexico,Yucatán,Tixkokob,20.98828704,-89.4042903,12.5546489106
Mexico,Yucatán,Tixméhuac,20.26597923,-89.09253655,10.6370942364
Mexico,Yucatán,Tixpéhual,20.96780295,-89.49604286,10.5829410025
Mexico,Yucatán,Tizimín,21.25720169,-87.87483788,49.4160766379
Mexico,Yucatán,Tunkás,20.91021692,-88.74495879,13.1828477461
Mexico,Yucatán,Tzucacab,20.03805221,-89.10327981,17.7467103169
Mexico,Yucatán,Uayma,20.74028535,-88.3611315,9.7851947448
Mexico,Yucatán,Ucú,21.04600584,-89.80773785,6.2787190795
Mexico,Yucatán,Umán,20.81990833,-89.78390444,14.4373158998
Mexico,Yucatán,Valladolid,20.62935574,-88.12814824,26.1376357648
Mexico,Yucatán,Xocchel,20.84113282,-89.14323649,9.5428762168
Mexico,Yucatán,Yaxcabá,20.51642311,-88.74999118,37.9587685659
Mexico,Yucatán,Yaxkukul,21.05774214,-89.48088918,5.8667313823
Mexico,Yucatán,Yobaín,21.27836633,-89.11583147,12.0247126973
Mexico,Zacatecas,Apozol,21.40842718,-103.11584794,16.7981736447
Mexico,Zacatecas,Apulco,21.4287432,-102.70367706,14.4710465733
Mexico,Zacatecas,Atolinga,21.71250163,-103.47696373,17.7664229732
Mexico,Zacatecas,Benito Juárez,21.43472904,-103.5902735,15.8129814174
Mexico,Zacatecas,Cañitas de Felipe Pescador,23.53935589,-102.76206857,14.6365003928
Mexico,Zacatecas,Calera,22.90854527,-102.73059448,16.339077998
Mexico,Zacatecas,Chalchihuites,23.38752927,-103.88883668,22.6584873511
Mexico,Zacatecas,Concepción del Oro,24.46813282,-101.29294113,38.6192132002
Mexico,Zacatecas,Cuauhtémoc,22.40692808,-102.40792213,14.9367092614
Mexico,Zacatecas,El Salvador,24.45505465,-100.97841017,18.4854373941
Mexico,Zacatecas,Fresnillo,23.18148259,-102.99273312,58.4096370456
Mexico,Zacatecas,Genaro Codina,22.44020306,-102.56317931,21.9562305162
Mexico,Zacatecas,General Enrique Estrada,22.938478,-102.77580067,8.5060863893
Mexico,Zacatecas,General Francisco R. Murguía,24.11130671,-102.87237393,61.5968189616
Mexico,Zacatecas,General Joaquin Amaro,21.93248711,-103.0674543,20.4560556345
Mexico,Zacatecas,General Pánfilo Natera,22.65553449,-102.12663038,20.5214026115
Mexico,Zacatecas,Guadalupe,22.72713379,-102.43284888,30.6638266985
Mexico,Zacatecas,Huanusco,21.7269615,-102.9415197,21.0149820635
Mexico,Zacatecas,Jalpa,21.56126095,-103.03181398,22.7779526652
Mexico,Zacatecas,Jerez,22.67671804,-102.99673974,28.3026128874
Mexico,Zacatecas,Jiménez del Teul,23.13141641,-103.92704535,32.0558695191
Mexico,Zacatecas,Juan Aldama,24.28518016,-103.42424754,21.120756875
Mexico,Zacatecas,Juchipila,21.31467981,-103.15053322,14.8580336516
Mexico,Zacatecas,Loreto,22.26399819,-101.98747937,22.9320102029
Mexico,Zacatecas,Luis Moya,22.40850032,-102.25748342,12.7999167182
Mexico,Zacatecas,Mazapil,24.36600145,-102.00660051,109.9719882479
Mexico,Zacatecas,Melchor Ocampo,24.94619078,-102.08515996,53.8017450924
Mexico,Zacatecas,Mezquital del Oro,21.14129123,-103.33614759,19.6162788044
Mexico,Zacatecas,Miguel Auza,24.08911548,-103.60799523,29.9141193078
Mexico,Zacatecas,Momax,21.86681945,-103.28548625,15.2888604214
Mexico,Zacatecas,Monte Escobedo,22.30065502,-103.45253344,37.2344596103
Mexico,Zacatecas,Morelos,22.81158915,-102.66818465,9.6210661603
Mexico,Zacatecas,Moyahua de Estrada,21.14513193,-103.17433495,17.4297712962
Mexico,Zacatecas,Nochistlán de Mejía,21.3628179,-102.87753239,31.8917447491
Mexico,Zacatecas,Noria de Angeles,22.38922084,-101.94952368,23.1343554651
Mexico,Zacatecas,Ojocaliente,22.55171545,-102.2483167,22.2538556953
Mexico,Zacatecas,Pánuco,22.93694257,-102.5308024,17.6291934787
Mexico,Zacatecas,Pinos,22.24332684,-101.54339539,54.2902335934
Mexico,Zacatecas,Río Grande,23.77207451,-103.06806937,49.6559910844
Mexico,Zacatecas,Saín Alto,23.52442873,-103.25058265,33.8108757297
Mexico,Zacatecas,Sombrerete,23.58625857,-103.62160485,61.0610248761
Mexico,Zacatecas,Susticacán,22.53616902,-103.19291773,13.0711231945
Mexico,Zacatecas,Tabasco,21.88553333,-102.94116447,17.2303849753
Mexico,Zacatecas,Tepechitlán,21.54063986,-103.39343688,19.7886966495
Mexico,Zacatecas,Tepetongo,22.35045733,-103.13428655,19.9950007257
Mexico,Zacatecas,Teul de González Ortega,21.3028876,-103.46792995,32.9693218779
Mexico,Zacatecas,Tlaltenango de Sánchez Román,21.71651509,-103.25730208,23.9050893107
Mexico,Zacatecas,Trinidad García de la Cadena,21.14272422,-103.5041871,12.6166362324
Mexico,Zacatecas,Valparaíso,22.69904534,-103.76398007,76.2391732283
Mexico,Zacatecas,Vetagrande,22.80586633,-102.50687516,11.5265925543
